index,question,answer,Usage
test_0164,ভারতীয় উচ্চাঙ্গ সঙ্গীতে সারেঙ্গি ব্যবহারে জনপ্রিয় করার ক্ষেত্রে কার বিশেষ অবদান রয়েছে?,রাম নারায়ণ।,Private
test_0165,জন কোল্ট্র্যান কোন ঘরানার একজন প্রথম সারির শিল্পী ছিলেন?,ফ্রি জ্যাজ।,Public
test_0166,ট্রান্সলেশন অব মাইটোকন্ড্রিয়াল জিন্স কেন প্রয়োজন?,মাইটোকন্ড্রিয়াল জিনগুলির জন্য বিকল্প ট্রান্সলেশন টেবিল ব্যবহার করার জন্য।,Public
test_0167,অথর্ববেদে মাতরিশ্বন শব্দের অর্থ কী?,"বাতাস, বায়ু, হাওয়া।",Private
test_0168,হাওয়ার্ড ব্রাশ ডিন ৩য় এর জন্ম কবে হয়?,"১৭ই নভেম্বর, ১৯৪৮।",Private
test_0169,ইন্দেপেন্দেন্সা তোতাল গানটি কবে গৃহীত হয়?,১৯৭৫।,Public
test_0170,এইচএমডি গ্লোবাল নকিয়া ৫-এ অ্যান্ড্রয়েডের কোন সংস্করণ সরবরাহ করছে?,ব্লোটওয়্যার-মুক্ত সংস্করণ।,Public
test_0171,কুলি চলচ্চিত্রের চূড়ান্ত কাটে কী বার্তা প্রদর্শিত হয়?,অমিতাভ বচ্চন আহত হয়েছেন।,Public
test_0172,শিও ভগবান টিবরেওয়ালের পিতা কোন বিশ্ববিদ্যালয় থেকে চিকিত্সাশাস্ত্রে স্নাতক হন?,রাঁচি বিশ্ববিদ্যালয়।,Public
test_0173,সমর মুখোপাধ্যায়কে কত মাস বন্দী থাকার পর মুক্ত করা হয়?,৬ মাস।,Public
test_0174,ইব্রাহিম মোহাম্মদ সোলিহ কবে রাষ্ট্রপতির দায়িত্ব গ্রহণ করেন?,১৭ নভেম্বর ২০১৮।,Private
test_0175,সামোরি তুরের স্মৃতিসমাধি কোত দিভোয়ারের ইতিহাসে কীভাবে গুরুত্বপূর্ণ?,ফরাসি ঔপনিবেশিক শাসনের বিরুদ্ধে বিদ্রোহের কেন্দ্রীয় ব্যক্তিত্ব।,Private
test_0176,ফখরুল বাশার মাসুম কবে ঢাকা থিয়েটারে যুক্ত হন?,১৯৭৪।,Public
test_0177,ললিতা লেনিন কবিতার জন্য কোন পুরস্কার পান ২০০১ সালে?,মুলুর পুরস্কার।,Private
test_0178,কাজাখস্তানে বহুবিবাহকে বৈধতা দেওয়ার জন্য সবচেয়ে সাম্প্রতিক প্রচেষ্টা কবে হয়েছিল?,২০০৮ সালের মাঝামাঝি।,Public
test_0179,রাস কুন কোন দেশের রাষ্ট্রপতি?,নাউরু।,Private
test_0180,আরেসিবো মানমন্দিরটি কোন দেশের অধীনস্থ দ্বীপে অবস্থিত?,মার্কিন যুক্তরাষ্ট্র।,Public
test_0181,বর্ণালী ব্যান্ড অধ্যয়নের উদ্দেশ্য কী?,স্পেকট্রোস্কোপি জ্যোতির্বিদ্যা এবং অন্যান্য উদ্দেশ্যে।,Private
test_0182,মোহাম্মদ সোলায়মান সেলিমের জন্ম কোন তারিখে হয়?,৩১ মার্চ ১৯৮৯।,Private
test_0183,রজনীগন্ধা ফুলের বংশবৃদ্ধি কিভাবে করা হয়?,কন্দ লাগিয়ে।,Public
test_0184,হিরো জাতীয় বিচ সকার চ্যাম্পিয়নশিপ কত প্রকারের টুর্নামেন্ট?,বার্ষিক বিচ সকার টুর্নামেন্ট।,Public
test_0185,ই. নেভিল ইসডেল বর্তমানে কোন সংস্থার প্রেসিডেন্ট?,ডব্লিউডব্লিউএফ।,Public
test_0186,মোঃ জসিম উদ্দিন কোন কোম্পানির চেয়ারম্যান হিসেবে দায়িত্ব পালন করছেন?,বেঙ্গল ব্যাংক।,Public
